DEVICE ;FECHA ;NOMBRE DEL CLIENTE ;NOMBRE DEL PUNTO ;TIPO DE SERVICIO
009770152870;18/10/2025;JERONIMO MARTINS COLOMBIA SAS;1528 BOSA ESCOCIA;MTTO PROFUNDO 
000018165770;18/10/2025;D1 S.A.S;11421 TIENDA D1 BOGOTA LA CHUCUA;MTTO PREVENTIVO
000018200170;18/10/2025;D1 S.A.S;10837-TIENDA D1 BOSA LA ESTACION;MTTO PREVENTIVO
005484099570;18/10/2025;PLAN B INVESTMENTS S.A.S.;FV SC9 ISIMO NARANJOS;MTTO PREVENTIVO
000018144770;18/10/2025;D1 S.A.S;11667 TIENDA D1 BOSA INDEPENDENCIA;MTTO PROFUNDO 
000018164670;18/10/2025;D1 S.A.S;10737 TIENDA D1 VILLA SONIA;MTTO PROFUNDO 
009770142770;18/10/2025;JERONIMO MARTINS COLOMBIA SAS;1427 LAS AMERICAS;MTTO PREVENTIVO
001280003970;18/10/2025;COLVANES SAS;ACOPI YUMBO 2;MTTO CORRECTIVO
009150318170;18/10/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS AMERICAS YUMBO FR;MTTO CORRECTIVO
004623000370;18/10/2025;SOCIEDAD COMERCIALIZADORA DE COMBUSTIBLES S A S;FV  EDS COMDECOM JOSE MARIA CORDOBA;MTTO PREVENTIVO
000531000170;18/10/2025;MULTICENTRO DE SERVI;FV  TEXACO ENVIGADO;MTTO CORRECTIVO
000018250370;18/10/2025;D1 S.A.S;10824 RION LAURELES;MTTO PREVENTIVO
098331169370;18/10/2025;BBI COLOMBIA SAS;FV 1693 RIONEGRO LA PLAYA;MTTO CORRECTIVO
009150303170;18/10/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS LA RAYA;MTTO CORRECTIVO
009150305370;18/10/2025;ORGANIZACION TERPEL SA;1000 ESTACION DE SERVICIO TERPEL ITAGUI;MTTO CORRECTIVO
002663000170;18/10/2025;DE LA GRANJA ANTIOQUIA SAS;FV MEDELLIN MIRANDA;MTTO CORRECTIVO
009553002970;20/10/2025;COLOMBIANA DE COMERCIO S A;FV KTRONIX BARRANQUILLA;MTTO PREVENTIVO
100458000570;20/10/2025;PRICESMART COLOMBIA SAS;XC3474 PRICESMART BAQ;MTTO PREVENTIVO
098250360070;20/10/2025;MASSER S A S;1200 GNV RIBERA;MTTO CORRECTIVO
009770054670;20/10/2025;JERONIMO MARTINS COLOMBIA SAS;546 SANTAFE LAS NIEVES;MTTO PREVENTIVO
100458000170;20/10/2025;PRICESMART COLOMBIA SAS;XC3425 PRICESMART SALITRE;MTTO PREVENTIVO
006684000170;20/10/2025;EDS NORMANDIA SAS;EDS NORMANDIA SAS;MTTO CORRECTIVO
000018162370;20/10/2025;D1 S.A.S;10712 TIENDA D1 SOACHA SATELITE;MTTO PROFUNDO
000018273370;20/10/2025;D1 S.A.S;12971 - SOACHA HOGARES;MTTO PREVENTIVO
000018169570;20/10/2025;D1 S.A.S;12630 - SOACHA PASEO REAL;MTTO PROFUNDO
000018173170;20/10/2025;D1 S.A.S;10284 TIENDA D1 BOGOTA LIJACA;MTTO PREVENTIVO
005484000470;20/10/2025;PLAN B INVESTMENTS S.A.S.;FV S06 CEDRO GOLF;MTTO PREVENTIVO
005484000770;20/10/2025;PLAN B INVESTMENTS S.A.S.;FV S09 SANTA TERESA;MTTO PREVENTIVO
009650002770;20/10/2025;CAJA DE COMPENSACION FAMILIAR - COMPENSAR;CALLE 145;MTTO PREVENTIVO
100458000870;20/10/2025;PRICESMART COLOMBIA SAS;XC3477 CLUB USAQUÉN;MTTO PREVENTIVO
009770020670;20/10/2025;JERONIMO MARTINS COLOMBIA SAS;206 CARRERA 13;MTTO PREVENTIVO
009770025770;20/10/2025;JERONIMO MARTINS COLOMBIA SAS;257 GALERIAS;MTTO PREVENTIVO
009770044970;20/10/2025;JERONIMO MARTINS COLOMBIA SAS;449 CHAPINERO CALLE 58;MTTO PREVENTIVO
000018001570;20/10/2025;D1 S.A.S;10577 SOACHA LEON XIII;MTTO PROFUNDO
005484003070;20/10/2025;PLAN B INVESTMENTS S.A.S.;FV S32 SOACHA DESPENSA;MTTO PREVENTIVO
009770021170;20/10/2025;JERONIMO MARTINS COLOMBIA SAS;211 SUBA SALITRE;MTTO PREVENTIVO
000018199670;20/10/2025;D1 S.A.S;10399 TIENDA D1 CALI CAÑAVERALEJO;MTTO CORRECTIVO
004608004670;20/10/2025;DISTRACOM S A;46 EDS MOBIL LA TERMINAL CALI;MTTO PREVENTIVO
098103085670;20/10/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;50YZF - NOVENA PLUS;MTTO CORRECTIVO
000018215070;20/10/2025;D1 S.A.S;10448-TIENDA D1 FLORIDA;MTTO PREVENTIVO
000018139870;20/10/2025;D1 S.A.S;11015 TIENDA D1 FLORIDA CENTRO;MTTO PREVENTIVO
009770062770;20/10/2025;JERONIMO MARTINS COLOMBIA SAS;627 FLORIDA VALLE;MTTO PREVENTIVO
009770127970;20/10/2025;JERONIMO MARTINS COLOMBIA SAS;1279 MIRANDA CARRERA 8;MTTO PREVENTIVO
000018216370;20/10/2025;D1 S.A.S;11453-TIENDA D1 CALI LA MERCED;MTTO PREVENTIVO
000018139770;20/10/2025;D1 S.A.S;10420 TIENDA D1 PRADERA;MTTO PREVENTIVO
000018214970;20/10/2025;D1 S.A.S;10442 CANDELARIA CENTRO;MTTO PREVENTIVO
000018164570;20/10/2025;D1 S.A.S;10227 TIENDA D1 PARIS;MTTO CORRECTIVO
000018169770;20/10/2025;D1 S.A.S;10217 TIENDA D1 BELL MARCO FIDEL;MTTO PROFUNDO
098331174970;20/10/2025;BBI COLOMBIA SAS;FV 1749 CUARTA BRIGADA;MTTO CORRECTIVO
009891001870;20/10/2025;BIMBO DE COLOMBIA S.A.;BIMBO MEDELLIN COPACABANA(PLUS);MTTO PREVENTIVO
004608025870;20/10/2025;DISTRACOM S A;EDS LA SELVA;MTTO PREVENTIVO
009770148470;20/10/2025;JERONIMO MARTINS COLOMBIA SAS;1484 APARTADÓ LA CHINITA (EREDE);MTTO PREVENTIVO
001280000170;20/10/2025;COLVANES SAS;BODEGA CON APARTADO;MTTO PREVENTIVO
002318001370;20/10/2025;ZEUSS PETROLEUM SAS;FV ZEUSS APARTADO;MTTO PREVENTIVO
009770126870;20/10/2025;JERONIMO MARTINS COLOMBIA SAS;1268 - APARTADO LA MARTINA EDS LA URBANA;MTTO PROFUNDO
005484035870;21/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q07 BARRANQUILLA CALLE 84;MTTO CORRECTIVO
009150333170;21/10/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS STA BERNARDITA FR LIQ FR;MTTO CORRECTIVO
009770042770;21/10/2025;JERONIMO MARTINS COLOMBIA SAS;BARRANQUILLA METROCENTRO TIA;MTTO CORRECTIVO
000300681970;21/10/2025;ALMACENES EXITO S A;ESTACION DE SERVICIO EXITO ZOFIA;MTTO CORRECTIVO
005419000570;21/10/2025;FUNDACION OFTALMOLOGICA DEL CARIBE;FV FOCA 51B;MTTO PREVENTIVO
009150300370;21/10/2025;ORGANIZACION TERPEL SA;1000  EDS AMIRA DE LA ROSA FR LIQUIDOS LA 54;MTTO PREVENTIVO
001763000470;21/10/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO VENECIA;MTTO CORRECTIVO
001763000471;21/10/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO VENECIA - 2;MTTO CORRECTIVO
000300103670;21/10/2025;ALMACENES EXITO S A;EDS COLINA;MTTO PREVENTIVO
098304000370;21/10/2025;ADMINISTRADORA CLINICA LA COLINA SAS;ADMINISTRADORA CLINICA LA COLINA SAS COLINA OFFICE;MTTO PREVENTIVO
009770025570;21/10/2025;JERONIMO MARTINS COLOMBIA SAS;255 FONTIBON COLORES;MTTO PREVENTIVO
009770041970;21/10/2025;JERONIMO MARTINS COLOMBIA SAS;419 FONTIBON MODELIA OCCIDENTAL;MTTO PREVENTIVO
009770043570;21/10/2025;JERONIMO MARTINS COLOMBIA SAS;435 FONTIBON CALLLE 20;MTTO PREVENTIVO
001280001270;21/10/2025;COLVANES SAS;PUNTO BODEGA PAQUETES;MTTO CORRECTIVO
000018159570;21/10/2025;D1 S.A.S;10565 TIENDA D1 ALQUERIA;MTTO PREVENTIVO
000018281570;21/10/2025;D1 S.A.S;13153 - BOG VENECIA OCCIDENT;MTTO PREVENTIVO
002377138770;21/10/2025;COLSUBSIDIO;1387 FARMACIA VENECIA;MTTO PREVENTIVO
098304039870;21/10/2025;ADMINISTRADORA CLINICA LA COLINA SAS;ADMINISTRADORA LA COLINA SAS;MTTO PROFUNDO
009770041270;21/10/2025;JERONIMO MARTINS COLOMBIA SAS;412 FONTIBON HAYUELOS;MTTO PREVENTIVO
000018177670;21/10/2025;D1 S.A.S;10697 TIENDA D1 CALI LLERAS RESTREPO;MTTO CORRECTIVO
009150351470;21/10/2025;ORGANIZACION TERPEL SA;1000 LIQ LA NUBIA;MTTO CORRECTIVO
098250350670;21/10/2025;MASSER S A S;1000 EDS PACARA;MTTO PREVENTIVO
009178000470;21/10/2025;SUPERMERCADO LA GRAN COLOMBIA S A;FV SUPERMERCADO - GAITAN;MTTO PREVENTIVO
013273003371;21/10/2025;DENTIX COLOMBIANA S.A.S;DENTIX CHIPICHAPE;MTTO CORRECTIVO
004608028070;21/10/2025;DISTRACOM S A;LA BASILICA;MTTO PREVENTIVO
009150336070;21/10/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS IMPERIAL FR LIQUIDOS FR;MTTO PREVENTIVO
009150308170;21/10/2025;ORGANIZACION TERPEL SA;1000 LIQ ESTACION DE SERVICIO TERPEL SALENTO;MTTO CORRECTIVO
098250360670;21/10/2025;MASSER S A S;1300 TDC BIZERTA;MTTO CORRECTIVO
098250360670;21/10/2025;MASSER S A S;1300 TDC BIZERTA;MTTO CORRECTIVO
005937000170;21/10/2025;ESTACION DE SERVICIO HORIZONTE S.A.S;FV EDS HORIZONTE;MTTO PREVENTIVO
009770085370;21/10/2025;JERONIMO MARTINS COLOMBIA SAS;853 EL PLACER CERRITO;MTTO CORRECTIVO
098250324270;21/10/2025;MASSER S A S;1000  LIQ  SABALETAS;MTTO CORRECTIVO
000018164170;21/10/2025;D1 S.A.S;10007 TIENDA D1 BELEN;MTTO PROFUNDO
000018169970;21/10/2025;D1 S.A.S;10235 MED BELENCITO;MTTO PROFUNDO
009770141170;21/10/2025;JERONIMO MARTINS COLOMBIA SAS;1411 BELEN LAS MERCEDES CANCHA;MTTO PROFUNDO
009770135470;21/10/2025;JERONIMO MARTINS COLOMBIA SAS;1354 BELEN PARQUE MIRAVALLE CALLE 31;MTTO PROFUNDO
009891004470;21/10/2025;BIMBO DE COLOMBIA S.A.;BIMBO DE COLOMBIA SA - BELEN;MTTO PREVENTIVO
#N/D;21/10/2025;BIMBO DE COLOMBIA S.A.;BIMBO DE COLOMBIA SA - BELEN 2;MTTO PROFUNDO
000018161870;21/10/2025;D1 S.A.S;10209 TIENDA D1 ALFONSO LOPEZ;MTTO CORRECTIVO
009770136970;21/10/2025;JERONIMO MARTINS COLOMBIA SAS;1369  NECOCLÍ SIMÓN BOLÍVAR (PARROQUIAL) (EREDE);MTTO PROFUNDO
000018142970;21/10/2025;D1 S.A.S;11312 TURBO JUAN 23;MTTO CORRECTIVO
000018142170;21/10/2025;D1 S.A.S;11345 APARTADO NUEVCOLONIA;MTTO CORRECTIVO
005484088570;22/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q78 ISIMO LAS MERCEDES CRA 38;MTTO PREVENTIVO 
005484035270;22/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q32 BARRANQUILLA LOS NOGALES;MTTO PREVENTIVO 
005484033470;22/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q67 BARRANQUILLA SAN NICOLAS CARRERA 4;MTTO CORRECTIVO
009770133870;22/10/2025;JERONIMO MARTINS COLOMBIA SAS;1338 SOLEDAD CUSULES;MTTO PREVENTIVO 
009770081070;22/10/2025;JERONIMO MARTINS COLOMBIA SAS;810 - BARRANQUILLA VILLA TAREL;MTTO PREVENTIVO 
001910002870;22/10/2025;CALYPSO DEL CARIBE SA;BARRANQUILLA;MTTO CORRECTIVO
000018186870;22/10/2025;D1 S.A.S;12151-TIENDA D1 LOS LIBERTADORES;MTTO PREVENTIVO 
000018194970;22/10/2025;D1 S.A.S;11663 TIENDA D1 MULTICENTRO;MTTO PREVENTIVO 
002377220470;22/10/2025;COLSUBSIDIO;NODO PRADO;MTTO PREVENTIVO 
004586015870;22/10/2025;ARCOS DORADOS COLOMBIA SAS;COL-MAC DONALD - COLINA CAMPESTRE;MTTO CORRECTIVO
009770053470;22/10/2025;JERONIMO MARTINS COLOMBIA SAS;534 SALITRE TERMINAL DE TRANSPORTES;MTTO PROFUNDO
004586016070;22/10/2025;ARCOS DORADOS COLOMBIA SAS;CSA- MAC DONALD - CIUDAD SALITRE;MTTO PREVENTIVO 
005762000170;22/10/2025;KING PAPA SAS;KING PAPA MODELIA;MTTO PREVENTIVO 
098275000170;22/10/2025;ALTIPAL S.A.S;ALTIPAL SALITRE;MTTO PROFUNDO
000018238170;22/10/2025;D1 S.A.S;10579 BOG QUIROGA;MTTO PREVENTIVO 
009770061270;22/10/2025;JERONIMO MARTINS COLOMBIA SAS;612 Antonio Nariño Restrepo;MTTO PREVENTIVO 
009770152270;22/10/2025;JERONIMO MARTINS COLOMBIA SAS;1522 SAN CRISTOBAL - SOSIEGO 20 DE JULIO (FRA);MTTO PREVENTIVO 
013273001770;22/10/2025;DENTIX COLOMBIANA S.A.S;DENTIX BOGOTA RESTREPO;MTTO PREVENTIVO 
000018187470;22/10/2025;D1 S.A.S;10307 BOG ORQUIDEAS 2;MTTO PREVENTIVO 
009770142570;22/10/2025;JERONIMO MARTINS COLOMBIA SAS;1425 USAQUEN - ORQUIDEAS ORQUIDEAS (JMV);MTTO PREVENTIVO 
009770021170;22/10/2025;JERONIMO MARTINS COLOMBIA SAS;211 SUBA SALITRE;MTTO CORRECTIVO
009149005570;22/10/2025;FARMATODO COLOMBIA S A;FARMATODO NORMANDIA;MTTO PROFUNDO
000018215670;22/10/2025;D1 S.A.S;11069-TIENDA D1 CALI CIUDAD 2000;MTTO PREVENTIVO 
000018214870;22/10/2025;D1 S.A.S;10434-TIENDA D1 CALI SAN JUDAS;MTTO PREVENTIVO 
000018178570;22/10/2025;D1 S.A.S;10386 TIENDA D1 CALI INGENIO;MTTO PREVENTIVO 
000018213970;22/10/2025;D1 S.A.S;10401-TIENDA D1 CALI CAPRI;MTTO PREVENTIVO 
000018174970;22/10/2025;D1 S.A.S;10857 TIENDA D1 CALI TERRON;MTTO PREVENTIVO 
000018215170;22/10/2025;D1 S.A.S;10667-TIENDA D1 CALI PASO DEL COMERC;MTTO PREVENTIVO 
000018176970;22/10/2025;D1 S.A.S;10778 TIENDA D1 CALI PORTADA AL MAR;MTTO PREVENTIVO 
004608024870;22/10/2025;DISTRACOM S A;DISTRACOM GRANADA;MTTO PREVENTIVO 
009150302070;22/10/2025;ORGANIZACION TERPEL SA;1000 LIQ ESTACION DE SERVICIO TERPEL GRANADA;MTTO PREVENTIVO 
000018139770;22/10/2025;D1 S.A.S;10420 TIENDA D1 PRADERA;MTTO CORRECTIVO
000018166270;22/10/2025;D1 S.A.S;10807 TIENDA D1 MED ARANJUEZ 2;MTTO PROFUNDO
000018161570;22/10/2025;D1 S.A.S;10940 TIENDA D1 ARANJUEZ 3;MTTO PROFUNDO
098210001170;22/10/2025;HOGAR Y MODA SAS;FV HOGAR Y MODA SEDE ARANJUEZ;MTTO PROFUNDO
000018166970;22/10/2025;D1 S.A.S;10052 BELEN SAN BERNARDO;MTTO PREVENTIVO 
000018208570;22/10/2025;D1 S.A.S;10056-D1 BELEN GRANADA;MTTO PREVENTIVO 
000018254670;22/10/2025;D1 S.A.S;10060 MED BELEN FATIMA;MTTO PREVENTIVO 
005484040170;23/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q68 - GALAPA CLLE 10;MTTO PREVENTIVO
005484033470;23/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q67 BARRANQUILLA SAN NICOLAS CARRERA 4;MTTO CORRECTIVO 
009150336170;23/10/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS LOS VOLCANES FR FR;MTTO PREVENTIVO
005782000170;23/10/2025;EDS GREEN PARK - CASH TODAY;FV EDS TERPEL;MTTO PREVENTIVO
009150307770;23/10/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS GASXI SOLEDAD FR;MTTO CORRECTIVO 
000018217570;23/10/2025;D1 S.A.S;10475-TIENDA D1 QUINTAPAREDES;MTTO PREVENTIVO
001280001270;23/10/2025;COLVANES SAS;PUNTO BODEGA PAQUETES;MTTO CORRECTIVO 
001280003370;23/10/2025;COLVANES SAS;PUNTO BODEGA PAQUETES 2;MTTO CORRECTIVO 
009770146870;23/10/2025;JERONIMO MARTINS COLOMBIA SAS;1468 KENNEDY BELLAVISTA;MTTO PROFUNDO
009770134270;23/10/2025;JERONIMO MARTINS COLOMBIA SAS;1342 KENNEDY CASTILLA;MTTO PREVENTIVO
009770051670;23/10/2025;JERONIMO MARTINS COLOMBIA SAS;516 RICAURTE LOS MARTIRES;MTTO PROFUNDO
098250348870;23/10/2025;MASSER S A S;1000 EDS TERPEL SAN ANDRES;MTTO CORRECTIVO 
005484095970;23/10/2025;PLAN B INVESTMENTS S.A.S.;FV SB7 ISIMO LIJACA;MTTO CORRECTIVO 
009150319070;23/10/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS PLAZA 127 FR;MTTO CORRECTIVO 
009770088670;23/10/2025;JERONIMO MARTINS COLOMBIA SAS;886 SUBA SAN CAYETANO;MTTO PREVENTIVO
002377135870;23/10/2025;COLSUBSIDIO;DROG LA SOLEDAD BOGOTA;MTTO PREVENTIVO
098230013270;23/10/2025;CENCOSUD COLOMBIA S.A.;CENCOSUD JUMBO CRA 30;MTTO CORRECTIVO 
005528000170;23/10/2025;LA NACIONAL DE LICORES DE COLOMBIA SAS;FV SEDE BOSA;MTTO CORRECTIVO 
009770142570;23/10/2025;JERONIMO MARTINS COLOMBIA SAS;1425 USAQUEN - ORQUIDEAS ORQUIDEAS (JMV);MTTO PREVENTIVO
009770066770;23/10/2025;JERONIMO MARTINS COLOMBIA SAS;667 SUBA VICTORIA NORTE;MTTO PREVENTIVO
000018165470;23/10/2025;D1 S.A.S;10369 TIENDA D1 CALI CALLE 56;MTTO PREVENTIVO
001763199470;23/10/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO CALI NORTE;MTTO PREVENTIVO
001763199570;23/10/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO CALI NORTE 2;MTTO CORRECTIVO 
001763199570;23/10/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO CALI NORTE 2;MTTO PREVENTIVO
098250348170;23/10/2025;MASSER S A S;1000 EDS CHIPICHAPE;MTTO PREVENTIVO
098103055270;23/10/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;50IZL-BRISAS DE LA SEXTA;MTTO CORRECTIVO 
009178000870;23/10/2025;SUPERMERCADO LA GRAN COLOMBIA S A;FV SUPERMERCADO - N.04 SOLARES COMFANDI;MTTO CORRECTIVO 
000018174670;23/10/2025;D1 S.A.S;10444 TIENDA D1 CALI MELENDEZ;MTTO PREVENTIVO
000018107970;23/10/2025;D1 S.A.S;12031 CALI EL JORDAN;MTTO PREVENTIVO
000018166870;23/10/2025;D1 S.A.S;10450 TIENDA D1 CALI REPUBLICA DE ISRAEL;MTTO CORRECTIVO 
007477000170;23/10/2025;LONDONO GALLO S.A.S;1000 LIQ EDS CAMPESTRE AF CALI AF;MTTO PREVENTIVO
009178000570;23/10/2025;SUPERMERCADO LA GRAN COLOMBIA S A;FV SUPERMERCADO - LOS NARANJOS;MTTO CORRECTIVO 
000018204570;23/10/2025;D1 S.A.S;10403-TIENDA D1 CALI RIO LILI;MTTO PREVENTIVO
098210000670;23/10/2025;HOGAR Y MODA SAS;FV CALLE COLOMBIA N2;MTTO PREVENTIVO
000018169270;23/10/2025;D1 S.A.S;10256 MED EL CHAGUALO;MTTO CORRECTIVO 
005484029970;23/10/2025;PLAN B INVESTMENTS S.A.S.;FV I12 BELLO GORETTI;MTTO PREVENTIVO
009150315270;23/10/2025;ORGANIZACION TERPEL SA;1200  GNV  EDS LA 33 FR GAS;MTTO CORRECTIVO 
098331164470;23/10/2025;BBI COLOMBIA SAS;FV 1644 ELECTRO BELLO;MTTO PREVENTIVO
009889000170;23/10/2025;MADECENTRO COLOMBIA S.A.S;TBK FV MADECENTRO CHAGUALO;MTTO PROFUNDO
009171001570;23/10/2025;MATERIALES EMO S.A;FV BELLO;MTTO PREVENTIVO
098210000170;23/10/2025;HOGAR Y MODA SAS;FV HOGAR Y MODA BELLO 1;MTTO PROFUNDO
009889001370;23/10/2025;MADECENTRO COLOMBIA S.A.S;FV MADECENTRO OUTLET;MTTO PREVENTIVO
009889001070;23/10/2025;MADECENTRO COLOMBIA S.A.S;FV MADECENTRO PALACE;MTTO PREVENTIVO
009889001270;23/10/2025;MADECENTRO COLOMBIA S.A.S;FV MADECENTRO PICHINCHA;MTTO PREVENTIVO
005490000170;23/10/2025;INVERSIONES RAMIREZ FRANCO;FV EDS PUERTA INGLESA;MTTO CORRECTIVO 
005484036270;27/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q23 BARRANQUILLA CONCEPCION;MTTO CORRECTIVO
009150300670;27/10/2025;ORGANIZACION TERPEL SA;1000 EDS BARRANQUILLITA FR;MTTO PREVENTIVO
009150300470;27/10/2025;ORGANIZACION TERPEL SA;1000 LIQ GASXI 76 FR;MTTO PREVENTIVO
098250353270;27/10/2025;MASSER S A S;1000 VIA 40;MTTO CORRECTIVO
098250353470;27/10/2025;MASSER S A S;1200 GNV TEXACO 6 PASEO BOLIBAR;MTTO PREVENTIVO
005484094270;27/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q89 ISIMO LUCERO;MTTO PREVENTIVO
005484037670;27/10/2025;PLAN B INVESTMENTS S.A.S.;FV 37 BARRANQUILLA CARRERA 21;MTTO PREVENTIVO
004028005670;27/10/2025;SUPERTIENDAS Y DROGUERIAS OLIMPICA;FV STO 056 BUENA ESPERANZA;MTTO PREVENTIVO
009150333170;27/10/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS STA BERNARDITA FR LIQ FR;MTTO CORRECTIVO
010046001370;27/10/2025;DOMIORIENTE SAS;FV DOMINOS SONESTA;MTTO PREVENTIVO
098250322670;27/10/2025;MASSER S A S;1000  LIQ  PUERTO GIRALDO;MTTO CORRECTIVO
000018172570;27/10/2025;D1 S.A.S;10652 BOG ALHAMBRA;MTTO PREVENTIVO
009770023770;27/10/2025;JERONIMO MARTINS COLOMBIA SAS;237 MADERAS LOS DOS PUENTES;MTTO PREVENTIVO
098250325670;27/10/2025;MASSER S A S;1000 LIQ  CONTADOR;MTTO PREVENTIVO
002377135970;27/10/2025;COLSUBSIDIO;Drog. Show Place Bogota;MTTO PREVENTIVO
009149011770;27/10/2025;FARMATODO COLOMBIA S A;FARMATODO BELMIRA;MTTO PREVENTIVO
100458000870;27/10/2025;PRICESMART COLOMBIA SAS;XC3477 CLUB USAQUÉN;MTTO CORRECTIVO
009770095270;27/10/2025;JERONIMO MARTINS COLOMBIA SAS;952 FONTIBON LA FELICIDAD;MTTO PROFUNDO
009770088970;27/10/2025;JERONIMO MARTINS COLOMBIA SAS;889 FONTIBON VILLA CARMENZA;MTTO PROFUNDO
009650001470;27/10/2025;CAJA DE COMPENSACION FAMILIAR - COMPENSAR;FONTIBON;MTTO PREVENTIVO
002377966070;27/10/2025;COLSUBSIDIO;FARMACIA FONTIBON;MTTO PREVENTIVO
000018244870;27/10/2025;D1 S.A.S;12680 BOSA CRA 80;MTTO PREVENTIVO
009770101770;27/10/2025;JERONIMO MARTINS COLOMBIA SAS;1017 BOSA - DANUBIO (JMV);MTTO PREVENTIVO
009770099070;27/10/2025;JERONIMO MARTINS COLOMBIA SAS;990 BOSA LA LIBERTAD;MTTO PREVENTIVO
098208000170;27/10/2025;JIN MAO  SAS;FV PAÑALERA VALENTINA BOSA 3;MTTO PREVENTIVO
098208000270;27/10/2025;JIN MAO  SAS;FV JIN MAO BOSA ESTACION;MTTO PREVENTIVO
005484007970;27/10/2025;PLAN B INVESTMENTS S.A.S.;FV S78 CIUDAD JARDIN;MTTO PREVENTIVO
009150318370;27/10/2025;ORGANIZACION TERPEL SA;1000  EDS FONTIBON FR;MTTO PROFUNDO
009891004270;27/10/2025;BIMBO DE COLOMBIA S.A.;CV BOSA;MTTO PREVENTIVO
000018216070;27/10/2025;D1 S.A.S;11309-TIENDA D1 CALI OBRERO;MTTO PREVENTIVO
000018216170;27/10/2025;D1 S.A.S;11301-TIENDA D1 CALI BRETANA;MTTO PREVENTIVO
000018199370;27/10/2025;D1 S.A.S;10439 TIENDA D1 CALI SAN NICOLAS;MTTO PREVENTIVO
000018198370;27/10/2025;D1 S.A.S;10380-TIENDA D1 CALI LA FLORESTA;MTTO PREVENTIVO
000018178970;27/10/2025;D1 S.A.S;11533 TIENDA D1 CALI EL DIAMANTE;MTTO PREVENTIVO
000018215770;27/10/2025;D1 S.A.S;11101-TIENDA D1 CALI VALLADO;MTTO CORRECTIVO
000018199070;27/10/2025;D1 S.A.S;11188-TIENDA D1 CALI LA PRIMAVERA;MTTO PREVENTIVO
000018175770;27/10/2025;D1 S.A.S;10382 TIENDA D1 CALI LA NUEVA FLORESTA;MTTO PREVENTIVO
000018175270;27/10/2025;D1 S.A.S;11659 TIENDA D1 CALI COMUNEROS 1;MTTO CORRECTIVO
000018164770;27/10/2025;D1 S.A.S;11025 TIENDA D1 MIRAMAR;MTTO PROFUNDO
000018170670;27/10/2025;D1 S.A.S;11187 TIENDA D1 LA PRADERA;MTTO CORRECTIVO
000018167170;27/10/2025;D1 S.A.S;11490 MED PICACHITO;MTTO PROFUNDO
000018143770;27/10/2025;D1 S.A.S;11026 TIENDA D1 ZAMORA;MTTO PROFUNDO
098331162770;27/10/2025;BBI COLOMBIA SAS;FV 1627 C.C. AVENTURA PLAZA;MTTO CORRECTIVO
002318000570;27/10/2025;ZEUSS PETROLEUM SAS;FV EDS ZEUSS PLANTA MAYORISTA;MTTO CORRECTIVO
000018209770;27/10/2025;D1 S.A.S;11817-TIENDA D1 ITAGUI EL ROSARIO;MTTO PREVENTIVO
000018207970;27/10/2025;D1 S.A.S;10008-TIENDA D1 BODEGA ITAGUI SIMON BOLIVAR;MTTO PREVENTIVO
009554000370;27/10/2025;COLOMBIANA DE COMERCIO S A;FV CORBETA DISTRIBUCIONES MEDELLIN;MTTO CORRECTIVO
002377148770;27/10/2025;COLSUBSIDIO;NODO GUAYABAL;MTTO CORRECTIVO
000018179870;27/10/2025;D1 S.A.S;11023 TIENDA D1 PARIS 2;MTTO CORRECTIVO
009889000970;27/10/2025;MADECENTRO COLOMBIA S.A.S;FV MADECENTRO ITAGUI AUTOPISTA;MTTO PREVENTIVO
004608030670;28/10/2025;DISTRACOM S A;EDS LOS ANGELES ATLANTICO;MTTO PREVENTIVO
005484038870;28/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q63 ATLANTICO SABANALARGA AVENIDA BOGOTA;MTTO PREVENTIVO
009150317070;28/10/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS SERVILOMAR FR;MTTO PREVENTIVO
098250354070;28/10/2025;MASSER S A S;1000 EDS EL RANCHO;MTTO PREVENTIVO
